,Symbol,Name,Buy,Analyst,Analyst_Numeric,Analyst_String
844,GNRC,Generac Holdlings Inc. Common Stock,1,Buy,,
845,FITB,Fifth Third Bancorp Common Stock,1,Strong Buy,,
846,TSN,Tyson Foods Inc. Common Stock,1,Buy,,
847,ANET,Arista Networks Inc. Common Stock,1,Strong Buy,,
848,ETSY,Etsy Inc. Common Stock,1,Buy,,
849,SYF,Synchrony Financial Common Stock,1,Buy,,
850,BILL,BILL Holdings Inc. Common Stock,1,Buy,,
851,ALB,Albemarle Corporation Common Stock,1,Buy,,
852,VLO,Valero Energy Corporation Common Stock,1,Strong Buy,,
853,VFC,V.F. Corporation Common Stock,1,Buy,,
854,BBY,Best Buy Co. Inc. Common Stock,1,Buy,,
855,CDW,CDW Corporation Common Stock,1,Strong Buy,,
856,FTV,Fortive Corporation Common Stock ,1,Strong Buy,,
857,O,Realty Income Corporation Common Stock,1,Buy,,
858,IT,Gartner Inc. Common Stock,1,Buy,,
859,WY,Weyerhaeuser Company Common Stock,1,Buy,,
860,OXY,Occidental Petroleum Corporation Common Stock,1,Buy,,
861,BKR,Baker Hughes Company Class A Common Stock,1,Strong Buy,,
862,CCL,Carnival Corporation Common Stock,1,Strong Buy,,
863,DAL,Delta Air Lines Inc. Common Stock,1,Strong Buy,,
864,WAT,Waters Corporation Common Stock,1,Buy,,
865,VRSN,VeriSign Inc. Common Stock,1,Buy,,
866,AVTR,Avantor Inc. Common Stock,1,Strong Buy,,
867,OKE,ONEOK Inc. Common Stock,1,Strong Buy,,
868,URI,United Rentals Inc. Common Stock,1,Buy,,
869,EXR,Extra Space Storage Inc Common Stock,1,Buy,,
870,SIRI,SiriusXM Holdings Inc. Common Stock,1,Buy,,
871,HIG,Hartford Financial Services Group Inc. (The) Common Stock,1,Buy,,
872,PCG,Pacific Gas & Electric Co. Common Stock,1,Strong Buy,,
873,YUMC,Yum China Holdings Inc. Common Stock,1,Strong Buy,,
874,XYL,Xylem Inc. Common Stock New,1,Strong Buy,,
875,DOV,Dover Corporation Common Stock,1,Strong Buy,,
876,DKNG,DraftKings Inc. Class A Common Stock,1,Strong Buy,,
877,COO,The Cooper Companies Inc. Common Stock,1,Strong Buy,,
878,CTLT,Catalent Inc. Common Stock,1,Buy,,
879,BIO,Bio-Rad Laboratories Inc. Class A Common Stock,1,Buy,,
880,TSCO,Tractor Supply Company Common Stock,1,Buy,,
881,LNG,Cheniere Energy Inc. Common Stock,1,Strong Buy,,
882,INVH,Invitation Homes Inc. Common Stock,1,Buy,,
883,VMC,Vulcan Materials Company (Holding Company) Common Stock,1,Strong Buy,,
884,TRMB,Trimble Inc. Common Stock,1,Strong Buy,,
885,IR,Ingersoll Rand Inc. Common Stock,1,Strong Buy,,
886,CZR,Caesars Entertainment Inc. Common Stock,1,Strong Buy,,
887,SUI,Sun Communities Inc. Common Stock,1,Buy,,
888,MPWR,Monolithic Power Systems Inc. Common Stock,1,Strong Buy,,
889,MKC,McCormick & Company Incorporated Common Stock,1,Buy,,
890,ETR,Entergy Corporation Common Stock,1,Strong Buy,,
891,PPL,PPL Corporation Common Stock,1,Strong Buy,,
892,DTE,DTE Energy Company Common Stock,1,Strong Buy,,
893,IP,International Paper Company Common Stock,1,Strong Buy,,
894,Z,Zillow Group Inc. Class C Capital Stock,1,Strong Buy,,
895,ZG,Zillow Group Inc. Class A Common Stock,1,Buy,,
896,TRU,TransUnion Common Stock,1,Strong Buy,,
897,MLM,Martin Marietta Materials Inc. Common Stock,1,Strong Buy,,
898,HES,Hess Corporation Common Stock,1,Buy,,
899,EIX,Edison International Common Stock,1,Strong Buy,,
900,KMX,CarMax Inc,1,Buy,,
901,ALNY,Alnylam Pharmaceuticals Inc. Common Stock,1,Strong Buy,,
902,HBAN,Huntington Bancshares Incorporated Common Stock,1,Buy,,
903,CRL,Charles River Laboratories International Inc. Common Stock,1,Buy,,
904,EXPE,Expedia Group Inc. Common Stock,1,Buy,,
905,MAA,Mid-America Apartment Communities Inc. Common Stock,1,Buy,,
906,AEE,Ameren Corporation Common Stock,1,Buy,,
907,K,Kellanova Common Stock,1,Buy,,
908,VTR,Ventas Inc. Common Stock,1,Strong Buy,,
909,GWW,W.W. Grainger Inc. Common Stock,1,Buy,,
910,STE,STERIS plc (Ireland) Ordinary Shares,1,Strong Buy,,
911,W,Wayfair Inc. Class A Common Stock,1,Strong Buy,,
912,TDOC,Teladoc Health Inc. Common Stock,1,Buy,,
913,ESS,Essex Property Trust Inc. Common Stock,1,Buy,,
914,RCL,Royal Caribbean Cruises Ltd. Common Stock,1,Strong Buy,,
915,ON,ON Semiconductor Corporation Common Stock,1,Strong Buy,,
916,ENPH,Enphase Energy Inc. Common Stock,1,Buy,,
917,NTAP,NetApp Inc. Common Stock,1,Buy,,
918,TECH,Bio-Techne Corp Common Stock,1,Strong Buy,,
919,FE,FirstEnergy Corp. Common Stock,1,Buy,,
920,CHD,Church & Dwight Company Inc. Common Stock,1,Buy,,
921,DVN,Devon Energy Corporation Common Stock,1,Strong Buy,,
922,ULTA,Ulta Beauty Inc. Common Stock,1,Buy,,
923,FOX,Fox Corporation Class B Common Stock,1,Buy,,
924,FOXA,Fox Corporation Class A Common Stock,1,Buy,,
925,TER,Teradyne Inc. Common Stock,1,Strong Buy,,
926,DT,Dynatrace Inc. Common Stock,1,Strong Buy,,
927,TDY,Teledyne Technologies Incorporated Common Stock,1,Strong Buy,,
928,KEY,KeyCorp Common Stock,1,Strong Buy,,
929,PODD,Insulet Corporation Common Stock,1,Strong Buy,,
930,QRVO,Qorvo Inc. Common Stock,1,Buy,,
931,DLTR,Dollar Tree Inc. Common Stock,1,Buy,,
932,BR,Broadridge Financial Solutions Inc. Common Stock,1,Buy,,
933,HOLX,Hologic Inc. Common Stock,1,Buy,,
934,MGM,MGM Resorts International Common Stock,1,Strong Buy,,
935,DRI,Darden Restaurants Inc. Common Stock,1,Strong Buy,,
936,BSY,Bentley Systems Incorporated Class B Common Stock,1,Strong Buy,,
937,BURL,Burlington Stores Inc. Common Stock,1,Strong Buy,,
938,POOL,Pool Corporation Common Stock,1,Buy,,
939,AMCR,Amcor plc Ordinary Shares,1,Buy,,
940,TYL,Tyler Technologies Inc. Common Stock,1,Strong Buy,,
941,DGX,Quest Diagnostics Incorporated Common Stock,1,Buy,,
942,LYV,Live Nation Entertainment Inc. Common Stock,1,Strong Buy,,
943,ALLY,Ally Financial Inc. Common Stock,1,Buy,,
944,RF,Regions Financial Corporation Common Stock,1,Buy,,
945,CINF,Cincinnati Financial Corporation Common Stock,1,Buy,,
946,RJF,Raymond James Financial Inc. Common Stock,1,Buy,,
947,CFG,Citizens Financial Group Inc. Common Stock,1,Strong Buy,,
948,DPZ,Domino's Pizza Inc Common Stock,1,Strong Buy,,
949,HAL,Halliburton Company Common Stock,1,Strong Buy,,
950,AVY,Avery Dennison Corporation Common Stock,1,Strong Buy,,
951,ROL,Rollins Inc. Common Stock,1,Buy,,
952,AKAM,Akamai Technologies Inc. Common Stock,1,Strong Buy,,
953,SSNC,SS&C Technologies Holdings Inc. Common Stock,1,Strong Buy,,
954,CMS,CMS Energy Corporation Common Stock,1,Strong Buy,,
955,TFX,Teleflex Incorporated Common Stock,1,Buy,,
956,VICI,VICI Properties Inc. Common Stock,1,Strong Buy,,
957,JBHT,J.B. Hunt Transport Services Inc. Common Stock,1,Strong Buy,,
958,EXAS,Exact Sciences Corporation Common Stock,1,Strong Buy,,
959,WDC,Western Digital Corporation Common Stock,1,Strong Buy,,
960,HPE,Hewlett Packard Enterprise Company Common Stock,1,Buy,,
961,CG,The Carlyle Group Inc. Common Stock,1,Buy,,
962,RNG,RingCentral Inc. Class A Common Stock,1,Buy,,
963,TTWO,Take-Two Interactive Software Inc. Common Stock,1,Strong Buy,,
964,GPC,Genuine Parts Company Common Stock,1,Buy,,
965,ENTG,Entegris Inc. Common Stock,1,Strong Buy,,
966,J,Jacobs Solutions Inc. Common Stock,1,Strong Buy,,
967,MTB,M&T Bank Corporation Common Stock,1,Strong Buy,,
968,NVR,NVR Inc. Common Stock,1,Buy,,
969,BXP,BXP Inc. Common Stock,1,Buy,,
970,NVAX,Novavax Inc. Common Stock,1,Buy,,
971,BBWI,Bath & Body Works Inc.,1,Buy,,
972,WAB,Westinghouse Air Brake Technologies Corporation Common Stock,1,Strong Buy,,
973,CE,Celanese Corporation Common Stock,1,Buy,,
974,MKL,Markel Group Inc. Common Stock,1,Buy,,
975,IEX,IDEX Corporation Common Stock,1,Strong Buy,,
976,LYFT,Lyft Inc. Class A Common Stock,1,Buy,,
977,PWR,Quanta Services Inc. Common Stock,1,Strong Buy,,
978,RGEN,Repligen Corporation Common Stock,1,Strong Buy,,
979,INCY,Incyte Corp. Common Stock,1,Buy,,
980,RPRX,Royalty Pharma plc Class A Ordinary Shares ,1,Strong Buy,,
981,HEI,Heico Corporation Common Stock,1,Strong Buy,,
982,BRO,Brown & Brown Inc. Common Stock,1,Buy,,
983,MKTX,MarketAxess Holdings Inc. Common Stock,1,Buy,,
984,AES,The AES Corporation Common Stock,1,Strong Buy,,
985,CAG,ConAgra Brands Inc. Common Stock,1,Buy,,
986,UDR,UDR Inc. Common Stock,1,Buy,,
987,CGNX,Cognex Corporation Common Stock,1,Buy,,
988,OMC,Omnicom Group Inc. Common Stock,1,Strong Buy,,
989,TXT,Textron Inc. Common Stock,1,Buy,,
990,ACGL,Arch Capital Group Ltd. Common Stock,1,Strong Buy,,
991,MOH,Molina Healthcare Inc Common Stock,1,Buy,,
992,CLVT,Clarivate Plc Ordinary Shares,1,Buy,,
993,LKQ,LKQ Corporation Common Stock,1,Strong Buy,,
994,CVNA,Carvana Co. Class A Common Stock,1,Buy,,
995,ELAN,Elanco Animal Health Incorporated Common Stock,1,Buy,,
996,CPT,Camden Property Trust Common Stock,1,Buy,,
997,ELS,Equity Lifestyle Properties Inc. Common Stock,1,Buy,,
998,CAH,Cardinal Health Inc. Common Stock,1,Buy,,
999,MASI,Masimo Corporation Common Stock,1,Strong Buy,,
1000,PCTY,Paylocity Holding Corporation Common Stock,1,Strong Buy,,
1001,CNP,CenterPoint Energy Inc (Holding Co) Common Stock,1,Buy,,
1002,EVRG,Evergy Inc. Common Stock,1,Buy,,
1003,LNT,Alliant Energy Corporation Common Stock,1,Buy,,
1004,FANG,Diamondback Energy Inc. Common Stock,1,Strong Buy,,
1005,PTC,PTC Inc. Common Stock,1,Strong Buy,,
1006,ESTC,Elastic N.V. Ordinary Shares,1,Strong Buy,,
1007,CCK,Crown Holdings Inc.,1,Strong Buy,,
1008,RH,RH Common Stock,1,Buy,,
1009,MAS,Masco Corporation Common Stock,1,Buy,,
1010,EMN,Eastman Chemical Company Common Stock,1,Buy,,
1011,ACI,Albertsons Companies Inc. Class A Common Stock,1,Buy,,
1012,UAL,United Airlines Holdings Inc. Common Stock,1,Strong Buy,,
1013,BMRN,BioMarin Pharmaceutical Inc. Common Stock,1,Strong Buy,,
1014,NDSN,Nordson Corporation Common Stock,1,Buy,,
1015,TXG,10x Genomics Inc. Class A Common Stock,1,Buy,,
1016,PLUG,Plug Power Inc. Common Stock,1,Buy,,
1017,L,Loews Corporation Common Stock,1,Buy,,
1018,PKG,Packaging Corporation of America Common Stock,1,Buy,,
1019,HWM,Howmet Aerospace Inc. Common Stock,1,Strong Buy,,
1020,WSM,Williams-Sonoma Inc. Common Stock (DE),1,Buy,,
1021,WHR,Whirlpool Corporation Common Stock,1,Buy,,
1022,XRAY,DENTSPLY SIRONA Inc. Common Stock,1,Strong Buy,,
1023,FND,Floor & Decor Holdings Inc. Common Stock,1,Buy,,
1024,HAS,Hasbro Inc. Common Stock,1,Strong Buy,,
1025,KIM,Kimco Realty Corporation (HC) Common Stock,1,Buy,,
1026,CPB,Campbell Soup Company Common Stock,1,Buy,,
1027,LDOS,Leidos Holdings Inc. Common Stock,1,Strong Buy,,
1028,STLD,Steel Dynamics Inc.,1,Buy,,
1029,SJM,The J.M. Smucker Company Common Stock,1,Buy,,
1030,NVCR,NovoCure Limited Ordinary Shares,1,Buy,,
1031,FNF,FNF Group of Fidelity National Financial Inc. Common Stock,1,Buy,,
1032,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,1,Strong Buy,,
1033,IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,1,Strong Buy,,
1034,GLOB,Globant S.A. Common Shares,1,Strong Buy,,
1035,GGG,Graco Inc. Common Stock,1,Buy,,
1036,MHK,Mohawk Industries Inc. Common Stock,1,Buy,,
1037,PNR,Pentair plc. Ordinary Share,1,Strong Buy,,
1038,NWS,News Corporation Class B Common Stock,1,Strong Buy,,
1039,NWSA,News Corporation Class A Common Stock,1,Strong Buy,,
1040,BRKR,Bruker Corporation Common Stock,1,Strong Buy,,
1041,GH,Guardant Health Inc. Common Stock,1,Strong Buy,,
1042,MOS,Mosaic Company (The) Common Stock,1,Buy,,
1043,DVA,DaVita Inc. Common Stock,1,Buy,,
1044,WRB,W.R. Berkley Corporation Common Stock,1,Buy,,
1045,ARES,Ares Management Corporation Class A Common Stock,1,Buy,,
1046,FICO,Fair Isaac Corproation Common Stock,1,Strong Buy,,
1047,FMC,FMC Corporation Common Stock,1,Buy,,
1048,JKHY,Jack Henry & Associates Inc. Common Stock,1,Buy,,
1049,AAL,American Airlines Group Inc. Common Stock,1,Buy,,
1050,GDDY,GoDaddy Inc. Class A Common Stock,1,Strong Buy,,
1051,DAR,Darling Ingredients Inc. Common Stock,1,Strong Buy,,
1052,NLY,Annaly Capital Management Inc. Common Stock,1,Strong Buy,,
1053,TREX,Trex Company Inc. Common Stock,1,Buy,,
1054,UHS,Universal Health Services Inc. Common Stock,1,Strong Buy,,
1055,PHM,PulteGroup Inc. Common Stock,1,Strong Buy,,
1056,JLL,Jones Lang LaSalle Incorporated Common Stock,1,Strong Buy,,
1057,QGEN,Qiagen N.V. Common Shares,1,Strong Buy,,
1058,EQH,Equitable Holdings Inc. Common Stock,1,Strong Buy,,
1059,AGL,agilon health inc. Common Stock,1,Buy,,
1060,DECK,Deckers Outdoor Corporation Common Stock,1,Strong Buy,,
1061,PENN,PENN Entertainment Inc. Common Stock,1,Buy,,
1062,CABO,Cable One Inc. Common Stock,1,Buy,,
1063,CHRW,C.H. Robinson Worldwide Inc. Common Stock,1,Buy,,
1064,WIX,Wix.com Ltd. Ordinary Shares,1,Strong Buy,,
1065,SNA,Snap-On Incorporated Common Stock,1,Buy,,
1066,MORN,Morningstar Inc. Common Stock,1,Strong Buy,,
1067,HST,Host Hotels & Resorts Inc. Common Stock,1,Strong Buy,,
1068,MTN,Vail Resorts Inc. Common Stock,1,Buy,,
1069,ATO,Atmos Energy Corporation Common Stock,1,Strong Buy,,
1070,LPLA,LPL Financial Holdings Inc. Common Stock,1,Strong Buy,,
1071,AXON,Axon Enterprise Inc. Common Stock,1,Strong Buy,,
1072,REG,Regency Centers Corporation Common Stock,1,Strong Buy,,
1073,WTRG,Essential Utilities Inc. Common Stock,1,Strong Buy,,
1074,PLTK,Playtika Holding Corp. Common Stock,1,Buy,,
1075,LII,Lennox International Inc. Common Stock,1,Buy,,
1076,BG,Bunge Limited Common Shares,1,Strong Buy,,
1077,GLPI,Gaming and Leisure Properties Inc. Common Stock,1,Buy,,
1078,WLK,Westlake Corporation Common Stock,1,Buy,,
1079,NTRA,Natera Inc. Common Stock,1,Strong Buy,,
1080,AFG,American Financial Group Inc. Common Stock,1,Buy,,
1081,IAC,IAC Inc. Common Stock,1,Strong Buy,,
1082,TTC,Toro Company (The) Common Stock,1,Buy,,
1083,TPR,Tapestry Inc. Common Stock,1,Strong Buy,,
1084,FIVN,Five9 Inc. Common Stock,1,Strong Buy,,
1085,FSLR,First Solar Inc. Common Stock,1,Strong Buy,,
1086,AOS,A.O. Smith Corporation Common Stock,1,Buy,,
1087,BLDR,Builders FirstSource Inc. Common Stock,1,Strong Buy,,
1088,HSIC,Henry Schein Inc. Common Stock,1,Buy,,
1089,BAH,Booz Allen Hamilton Holding Corporation Common Stock,1,Buy,,
1090,WSO,Watsco Inc. Common Stock,1,Buy,,
1091,STNE,StoneCo Ltd. Class A Common Shares,1,Strong Buy,,
1092,NRG,NRG Energy Inc. Common Stock,1,Buy,,
1093,PEGA,Pegasystems Inc. Common Stock,1,Strong Buy,,
1094,TRGP,Targa Resources Inc. Common Stock,1,Strong Buy,,
1095,CUBE,CubeSmart Common Shares,1,Buy,,
1096,PEN,Penumbra Inc. Common Stock,1,Strong Buy,,
1097,CVAC,CureVac N.V. Ordinary Shares,1,Buy,,
1098,BWA,BorgWarner Inc. Common Stock,1,Strong Buy,,
1099,EWBC,East West Bancorp Inc. Common Stock,1,Strong Buy,,
1100,CF,CF Industries Holdings Inc. Common Stock,1,Buy,,
1101,HUBB,Hubbell Inc Common Stock,1,Buy,,
1102,WAL,Western Alliance Bancorporation Common Stock (DE),1,Strong Buy,,
1103,SCI,Service Corporation International Common Stock,1,Strong Buy,,
1104,MANH,Manhattan Associates Inc. Common Stock,1,Strong Buy,,
1105,FIVE,Five Below Inc. Common Stock,1,Buy,,
1106,DOX,Amdocs Limited Ordinary Shares,1,Strong Buy,,
1107,OPEN,Opendoor Technologies Inc Common Stock,1,Buy,,
1108,RPM,RPM International Inc. Common Stock,1,Buy,,
1109,CSL,Carlisle Companies Incorporated Common Stock,1,Strong Buy,,
1110,WYNN,Wynn Resorts Limited Common stock,1,Strong Buy,,
1111,GWRE,Guidewire Software Inc. Common Stock,1,Strong Buy,,
1112,MRO,Marathon Oil Corporation Common Stock,1,Buy,,
1113,AGCO,AGCO Corporation Common Stock,1,Buy,,
1114,CMA,Comerica Incorporated Common Stock,1,Buy,,
1115,LAD,Lithia Motors Inc. Common Stock,1,Strong Buy,,
1116,OC,Owens Corning Inc Common Stock New,1,Buy,,
1117,DBX,Dropbox Inc. Class A Common Stock,1,Buy,,
1118,MIDD,Middleby Corporation (The) Common Stock,1,Strong Buy,,
1119,AA,Alcoa Corporation Common Stock ,1,Strong Buy,,
1120,AIZ,Assurant Inc. Common Stock,1,Strong Buy,,
1121,LAMR,Lamar Advertising Company Class A Common Stock,1,Buy,,
1122,LEA,Lear Corporation Common Stock,1,Strong Buy,,
1123,ACM,AECOM Common Stock,1,Strong Buy,,
1124,RS,Reliance Inc. Common Stock,1,Buy,,
1125,XPO,XPO Inc. Common Stock,1,Strong Buy,,
1126,NI,NiSource Inc Common Stock,1,Strong Buy,,
1127,G,Genpact Limited Common Stock,1,Buy,,
1128,ZION,Zions Bancorporation N.A. Common Stock,1,Buy,,
1129,TPX,Tempur Sealy International Inc. Common Stock,1,Strong Buy,,
1130,GL,Globe Life Inc. Common Stock,1,Strong Buy,,
1131,FRT,Federal Realty Investment Trust Common Stock,1,Strong Buy,,
1132,OLED,Universal Display Corporation Common Stock,1,Strong Buy,,
1133,COLD,Americold Realty Trust Inc. Common Stock,1,Strong Buy,,
1134,IPGP,IPG Photonics Corporation Common Stock,1,Buy,,
1135,UTHR,United Therapeutics Corporation Common Stock,1,Strong Buy,,
1136,SMAR,Smartsheet Inc. Class A Common Stock,1,Buy,,
1137,JBL,Jabil Inc. Common Stock,1,Strong Buy,,
1138,UGI,UGI Corporation Common Stock,1,Buy,,
1139,UAA,Under Armour Inc. Class A Common Stock,1,Buy,,
1140,JNPR,Juniper Networks Inc. Common Stock,1,Buy,,
1141,GXO,GXO Logistics Inc. Common Stock ,1,Strong Buy,,
1142,NBIX,Neurocrine Biosciences Inc. Common Stock,1,Strong Buy,,
1143,ST,Sensata Technologies Holding plc Ordinary Shares,1,Buy,,
1144,JEF,Jefferies Financial Group Inc. Common Stock,1,Strong Buy,,
1145,CNXC,Concentrix Corporation Common Stock,1,Strong Buy,,
1146,TW,Tradeweb Markets Inc. Class A Common Stock,1,Strong Buy,,
1147,SITE,SiteOne Landscape Supply Inc. Common Stock,1,Buy,,
1148,YETI,YETI Holdings Inc. Common Stock,1,Buy,,
1149,LW,Lamb Weston Holdings Inc. Common Stock ,1,Strong Buy,,
1150,RUN,Sunrun Inc. Common Stock,1,Strong Buy,,
1151,KNX,Knight-Swift Transportation Holdings Inc.,1,Strong Buy,,
1152,NTNX,Nutanix Inc. Class A Common Stock,1,Strong Buy,,
1153,SEE,Sealed Air Corporation Common Stock,1,Strong Buy,,
1154,DKS,Dick's Sporting Goods Inc Common Stock,1,Buy,,
1155,AZPN,Aspen Technology Inc. Common Stock,1,Buy,,
1156,BERY,Berry Global Group Inc. Common Stock,1,Buy,,
1157,VST,Vistra Corp. Common Stock,1,Strong Buy,,
1158,OGN,Organon & Co. Common Stock ,1,Buy,,
1159,FHN,First Horizon Corporation Common Stock,1,Buy,,
1160,BFAM,Bright Horizons Family Solutions Inc. Common Stock,1,Buy,,
1161,CHDN,Churchill Downs Incorporated Common Stock,1,Strong Buy,,
1162,SEIC,SEI Investments Company Common Stock,1,Buy,,
1163,MKSI,MKS Instruments Inc. Common Stock,1,Strong Buy,,
1164,AGNC,AGNC Investment Corp. Common Stock,1,Buy,,
1165,PNW,Pinnacle West Capital Corporation Common Stock,1,Buy,,
1166,ERIE,Erie Indemnity Company Class A Common Stock,1,Buy,,
1167,REXR,Rexford Industrial Realty Inc. Common Stock,1,Buy,,
1168,VRT,Vertiv Holdings LLC Class A Common Stock,1,Strong Buy,,
1169,NYT,New York Times Company (The) Common Stock,1,Strong Buy,,
1170,CIEN,Ciena Corporation Common Stock,1,Strong Buy,,
1171,ATR,AptarGroup Inc. Common Stock,1,Strong Buy,,
1172,ARMK,Aramark Common Stock,1,Strong Buy,,
1173,RL,Ralph Lauren Corporation Common Stock,1,Strong Buy,,
1174,GMED,Globus Medical Inc. Class A Common Stock,1,Strong Buy,,
1175,JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),1,Strong Buy,,
1176,SMG,Scotts Miracle-Gro Company (The) Common Stock,1,Buy,,
1177,HII,Huntington Ingalls Industries Inc. Common Stock,1,Buy,,
1178,LECO,Lincoln Electric Holdings Inc. Common Shares,1,Buy,,
1179,OLN,Olin Corporation Common Stock,1,Buy,,
1180,NNN,NNN REIT Inc. Common Stock,1,Buy,,
1181,AN,AutoNation Inc. Common Stock,1,Strong Buy,,
1182,CPRI,Capri Holdings Limited Ordinary Shares,1,Buy,,
1183,ITT,ITT Inc. Common Stock ,1,Strong Buy,,
1184,PVH,PVH Corp. Common Stock,1,Strong Buy,,
1185,CBSH,Commerce Bancshares Inc. Common Stock,1,Buy,,
1186,APA,APA Corporation Common Stock,1,Buy,,
1187,WWD,Woodward Inc. Common Stock,1,Buy,,
1188,EQT,EQT Corporation Common Stock,1,Strong Buy,,
1189,TNDM,Tandem Diabetes Care Inc. Common Stock,1,Strong Buy,,
1190,RGA,Reinsurance Group of America Incorporated Common Stock,1,Strong Buy,,
1191,OHI,Omega Healthcare Investors Inc. Common Stock,1,Buy,,
1192,WEX,WEX Inc. common stock,1,Strong Buy,,
1193,GNTX,Gentex Corporation Common Stock,1,Buy,,
1194,EHC,Encompass Health Corporation Common Stock,1,Strong Buy,,
1195,KRC,Kilroy Realty Corporation Common Stock,1,Buy,,
1196,PSTG,Pure Storage Inc. Class A Common Stock,1,Strong Buy,,
1197,DCI,Donaldson Company Inc. Common Stock,1,Buy,,
1198,BC,Brunswick Corporation Common Stock,1,Strong Buy,,
1199,OSK,Oshkosh Corporation (Holding Company)Common Stock,1,Buy,,
1200,CHE,Chemed Corp,1,Strong Buy,,
1201,FAF,First American Corporation (New) Common Stock,1,Buy,,
1202,DNB,Dun & Bradstreet Holdings Inc. Common Stock,1,Buy,,
1203,WMS,Advanced Drainage Systems Inc. Common Stock,1,Strong Buy,,
1204,OMF,OneMain Holdings Inc. Common Stock,1,Strong Buy,,
1205,PII,Polaris Inc. Common Stock,1,Buy,,
1206,USFD,US Foods Holding Corp. Common Stock,1,Strong Buy,,
1207,PAG,Penske Automotive Group Inc. Common Stock,1,Buy,,
1208,TOL,Toll Brothers Inc. Common Stock,1,Buy,,
1209,NCNO,nCino Inc. Common Stock,1,Strong Buy,,
1210,BLD,TopBuild Corp. Common Stock,1,Strong Buy,,
1211,FCNCA,First Citizens BancShares Inc. Class A Common Stock,1,Buy,,
1212,RGLD,Royal Gold Inc. Common Stock,1,Buy,,
1213,MAT,Mattel Inc. Common Stock,1,Strong Buy,,
1214,BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,1,Buy,,
1215,ORI,Old Republic International Corporation Common Stock,1,Buy,,
1216,CFR,Cullen/Frost Bankers Inc. Common Stock,1,Buy,,
1217,STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,1,Strong Buy,,
1218,VOYA,Voya Financial Inc. Common Stock,1,Buy,,
1219,CASY,Casey's General Stores Inc. Common Stock,1,Strong Buy,,
1220,ALK,Alaska Air Group Inc. Common Stock,1,Strong Buy,,
1221,SHC,Sotera Health Company Common Stock,1,Strong Buy,,
1222,NVST,Envista Holdings Corporation Common Stock,1,Buy,,
1223,FR,First Industrial Realty Trust Inc. Common Stock,1,Buy,,
1224,PNFP,Pinnacle Financial Partners Inc. Common Stock,1,Strong Buy,,
1225,SF,Stifel Financial Corporation Common Stock,1,Buy,,
1226,BRX,Brixmor Property Group Inc. Common Stock,1,Strong Buy,,
1227,OGE,OGE Energy Corp Common Stock,1,Buy,,
1228,X,United States Steel Corporation Common Stock,1,Strong Buy,,
1229,ALGM,Allegro MicroSystems Inc. Common Stock,1,Strong Buy,,
1230,MTZ,MasTec Inc. Common Stock,1,Strong Buy,,
1231,POST,Post Holdings Inc. Common Stock,1,Strong Buy,,
1232,PPC,Pilgrim's Pride Corporation Common Stock,1,Buy,,
1233,WH,Wyndham Hotels & Resorts Inc. Common Stock ,1,Strong Buy,,
1234,EEFT,Euronet Worldwide Inc. Common Stock,1,Strong Buy,,
1235,CHH,Choice Hotels International Inc. Common Stock,1,Buy,,
1236,RNR,RenaissanceRe Holdings Ltd. Common Stock,1,Buy,,
1237,SRPT,Sarepta Therapeutics Inc. Common Stock (DE),1,Strong Buy,,
1238,AXTA,Axalta Coating Systems Ltd. Common Shares,1,Strong Buy,,
1239,LFUS,Littelfuse Inc. Common Stock,1,Buy,,
1240,BYD,Boyd Gaming Corporation Common Stock,1,Buy,,
1241,COLM,Columbia Sportswear Company Common Stock,1,Buy,,
1242,AMG,Affiliated Managers Group Inc. Common Stock,1,Strong Buy,,
1243,CHPT,ChargePoint Holdings Inc. Common Stock,1,Buy,,
1244,VAC,Marriott Vacations Worldwide Corporation Common Stock,1,Buy,,
1245,COR,Cencora Inc. Common Stock,1,Strong Buy,,
1246,RARE,Ultragenyx Pharmaceutical Inc. Common Stock,1,Strong Buy,,
1247,PLNT,Planet Fitness Inc. Common Stock,1,Strong Buy,,
1248,MAN,ManpowerGroup Common Stock,1,Buy,,
1249,EXEL,Exelixis Inc. Common Stock,1,Strong Buy,,
1250,COTY,Coty Inc. Class A Common Stock,1,Buy,,
1251,MDU,MDU Resources Group Inc. Common Stock (Holding Company),1,Strong Buy,,
1252,LITE,Lumentum Holdings Inc. Common Stock,1,Buy,,
1253,DLB,Dolby Laboratories Common Stock,1,Strong Buy,,
1254,NXST,Nexstar Media Group Inc. Common Stock,1,Strong Buy,,
1255,COHR,Coherent Corp. Common Stock,1,Strong Buy,,
1256,SNX,TD SYNNEX Corporation Common Stock,1,Strong Buy,,
1257,VNT,Vontier Corporation Common Stock ,1,Strong Buy,,
1258,LSTR,Landstar System Inc. Common Stock,1,Buy,,
1259,PB,Prosperity Bancshares Inc. Common Stock,1,Strong Buy,,
1260,SKX,Skechers U.S.A. Inc. Common Stock,1,Strong Buy,,
1261,QDEL,QuidelOrtho Corporation Common Stock,1,Buy,,
