,Symbol,Name,Buy,Analyst
2096,SCWO,374Water Inc. Common Stock,1,Strong Buy
2097,SCYX,SCYNEXIS Inc. Common Stock,1,Strong Buy
2098,SDGR,Schrodinger Inc. Common Stock,1,Strong Buy
2099,SEAT,Vivid Seats Inc. Class A Common Stock,1,Strong Buy
2100,SERA,Sera Prognostics Inc. Class A Common Stock,1,Strong Buy
2101,SERV,Serve Robotics Inc. Common Stock,1,Strong Buy
2102,SEVN,Seven Hills Realty Trust Common Stock,1,Strong Buy
2103,SEZL,Sezzle Inc. Common Stock,1,Strong Buy
2104,SGA,Saga Communications Inc. Class A Common Stock (FL),1,Strong Buy
2105,SGC,Superior Group of Companies Inc. Common Stock,1,Strong Buy
2106,SGH,SMART Global Holdings Inc. Ordinary Shares,1,Strong Buy
2107,SGML,Sigma Lithium Corporation Common Shares,1,Strong Buy
2108,SGMO,Sangamo Therapeutics Inc. Common Stock,1,Strong Buy
2109,SGMT,Sagimet Biosciences Inc. Series A Common Stock,1,Strong Buy
2110,SGRP,SPAR Group Inc. Common Stock,1,Strong Buy
2111,SGRY,Surgery Partners Inc. Common Stock,1,Strong Buy
2112,SHC,Sotera Health Company Common Stock,1,Strong Buy
2113,SHIP,Seanergy Maritime Holdings Corp. Common Stock,1,Strong Buy
2114,SHLS,Shoals Technologies Group Inc. Class A Common Stock,1,Strong Buy
2115,SHLT,SHL Telemedicine Ltd American Depositary Shares,1,Strong Buy
2116,SIBN,SI-BONE Inc. Common Stock,1,Strong Buy
2117,SIDU,Sidus Space Inc. Class A Common Stock,1,Strong Buy
2118,SIMO,Silicon Motion Technology Corporation American Depositary Shares,1,Strong Buy
2119,SKWD,Skyward Specialty Insurance Group Inc. Common Stock,1,Strong Buy
2120,SKYE,Skye Bioscience Inc. Common Stock,1,Strong Buy
2121,SKYT,SkyWater Technology Inc. Common Stock,1,Strong Buy
2122,SKYW,SkyWest Inc. Common Stock,1,Strong Buy
2123,SKYX,SKYX Platforms Corp. Common Stock,1,Strong Buy
2124,SLDB,Solid Biosciences Inc. Common Stock,1,Strong Buy
2125,SLE,Super League Enterprise Inc. Common Stock,1,Strong Buy
2126,SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,1,Strong Buy
2127,SLM,SLM Corporation Common Stock,1,Strong Buy
2128,SLN,Silence Therapeutics Plc American Depository Share,1,Strong Buy
2129,SLNO,Soleno Therapeutics Inc. Common Stock,1,Strong Buy
2130,SLP,Simulations Plus Inc. Common Stock,1,Strong Buy
2131,SLRN,ACELYRIN INC. Common Stock,1,Strong Buy
2132,SLS,SELLAS Life Sciences Group Inc. Common Stock,1,Strong Buy
2133,SMBC,Southern Missouri Bancorp Inc. Common Stock,1,Strong Buy
2134,SMLR,Semler Scientific Inc. Common Stock,1,Strong Buy
2135,SMMT,Summit Therapeutics Inc. Common Stock ,1,Strong Buy
2136,SMPL,The Simply Good Foods Company Common Stock,1,Strong Buy
2137,SMSI,Smith Micro Software Inc. Common Stock,1,Strong Buy
2138,SMTC,Semtech Corporation Common Stock,1,Strong Buy
2139,SMTI,Sanara MedTech Inc. Common Stock,1,Strong Buy
2140,SNAL,Snail Inc. Class A Common Stock,1,Strong Buy
2141,SNAX,Stryve Foods Inc. Class A Common Stock,1,Strong Buy
2142,SNCR,Synchronoss Technologies Inc. Common Stock,1,Strong Buy
2143,SNCY,Sun Country Airlines Holdings Inc. Common Stock,1,Strong Buy
2144,SNDL,SNDL Inc. Common Shares,1,Strong Buy
2145,SNDX,Syndax Pharmaceuticals Inc. Common Stock,1,Strong Buy
2146,SNES,SenesTech Inc. Common Stock,1,Strong Buy
2147,SNEX,StoneX Group Inc. Common Stock,1,Strong Buy
2148,SNOA,Sonoma Pharmaceuticals Inc. Common Stock,1,Strong Buy
2149,SNPS,Synopsys Inc. Common Stock,1,Strong Buy
2150,SNPX,Synaptogenix Inc. Common Stock,1,Strong Buy
2151,SNSE,Sensei Biotherapeutics Inc. Common Stock,1,Strong Buy
2152,SNTI,Senti Biosciences Inc. Common Stock,1,Strong Buy
2153,SNY,Sanofi ADS,1,Strong Buy
2154,SOHU,Sohu.com Limited American Depositary Shares,1,Strong Buy
2155,SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,1,Strong Buy
2156,SOPA,Society Pass Incorporated Common Stock,1,Strong Buy
2157,SOPH,SOPHiA GENETICS SA Ordinary Shares,1,Strong Buy
2158,SOTK,Sono-Tek Corporation Common Stock,1,Strong Buy
2159,SOUN,SoundHound AI Inc Class A Common Stock,1,Strong Buy
2160,SOWG,Sow Good Inc. Common Stock,1,Strong Buy
2161,SPCB,SuperCom Ltd. Ordinary Shares (Israel),1,Strong Buy
2162,SPFI,South Plains Financial Inc. Common Stock,1,Strong Buy
2163,SPRO,Spero Therapeutics Inc. Common Stock,1,Strong Buy
2164,SPRY,ARS Pharmaceuticals Inc. Common Stock,1,Strong Buy
2165,SPSC,SPS Commerce Inc. Common Stock,1,Strong Buy
2166,SRAD,Sportradar Group AG Class A Ordinary Shares,1,Strong Buy
2167,SRPT,Sarepta Therapeutics Inc. Common Stock (DE),1,Strong Buy
2168,SRRK,Scholar Rock Holding Corporation Common Stock,1,Strong Buy
2169,SRTS,Sensus Healthcare Inc. Common Stock,1,Strong Buy
2170,SSBK,Southern States Bancshares Inc. Common Stock,1,Strong Buy
2171,SSKN,Strata Skin Sciences Inc. Common Stock,1,Strong Buy
2172,SSNC,SS&C Technologies Holdings Inc. Common Stock,1,Strong Buy
2173,SSSS,SuRo Capital Corp. Common Stock,1,Strong Buy
2174,SSTI,SoundThinking Inc. Common Stock,1,Strong Buy
2175,SSYS,Stratasys Ltd. Ordinary Shares (Israel),1,Strong Buy
2176,STAF,Staffing 360 Solutions Inc. Common Stock (DE),1,Strong Buy
2177,STGW,Stagwell Inc. Class A Common Stock,1,Strong Buy
2178,STIM,Neuronetics Inc. Common Stock,1,Strong Buy
2179,STKL,SunOpta Inc. Common Stock,1,Strong Buy
2180,STKS,The ONE Group Hospitality Inc. Common Stock,1,Strong Buy
2181,STNE,StoneCo Ltd. Class A Common Shares,1,Strong Buy
2182,STOK,Stoke Therapeutics Inc. Common Stock,1,Strong Buy
2183,STRA,Strategic Education Inc. Common Stock,1,Strong Buy
2184,STRO,Sutro Biopharma Inc. Common Stock,1,Strong Buy
2185,STRR,Star Equity Holdings Inc. Common Stock,1,Strong Buy
2186,SVCO,Silvaco Group Inc. Common Stock,1,Strong Buy
2187,SVRA,Savara Inc. Common Stock,1,Strong Buy
2188,SWBI,Smith & Wesson Brands Inc. Common Stock,1,Strong Buy
2189,SWKH,SWK Holdings Corporation Common Stock,1,Strong Buy
2190,SWTX,SpringWorks Therapeutics Inc. Common Stock,1,Strong Buy
2191,SYM,Symbotic Inc. Class A Common Stock,1,Strong Buy
2192,SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,1,Strong Buy
2193,SYRE,Spyre Therapeutics Inc. Common Stock,1,Strong Buy
2194,SYRS,Syros Pharmaceuticals Inc. Common Stock,1,Strong Buy
2195,TACT,TransAct Technologies Incorporated Common Stock,1,Strong Buy
2196,TARA,Protara Therapeutics Inc.  Common Stock,1,Strong Buy
2197,TARS,Tarsus Pharmaceuticals Inc. Common Stock,1,Strong Buy
2198,TBBK,The Bancorp Inc Common Stock,1,Strong Buy
2199,TBLA,Taboola.com Ltd. Ordinary Shares,1,Strong Buy
2200,TCBK,TriCo Bancshares Common Stock,1,Strong Buy
2201,TCMD,Tactile Systems Technology Inc. Common Stock,1,Strong Buy
2202,TCOM,Trip.com Group Limited American Depositary Shares,1,Strong Buy
2203,TCRX,TScan Therapeutics Inc. Common Stock,1,Strong Buy
2204,TDUP,ThredUp Inc. Class A Common Stock,1,Strong Buy
2205,TEAM,Atlassian Corporation Class A Common Stock,1,Strong Buy
2206,TECH,Bio-Techne Corp Common Stock,1,Strong Buy
2207,TECX,Tectonic Therapeutic Inc. Common Stock,1,Strong Buy
2208,TELA,TELA Bio Inc. Common Stock,1,Strong Buy
2209,TEM,Tempus AI Inc. Class A Common Stock,1,Strong Buy
2210,TENB,Tenable Holdings Inc. Common Stock,1,Strong Buy
2211,TENX,Tenax Therapeutics Inc. Common Stock,1,Strong Buy
2212,TER,Teradyne Inc. Common Stock,1,Strong Buy
2213,TERN,Terns Pharmaceuticals Inc. Common Stock,1,Strong Buy
2214,TFFP,TFF Pharmaceuticals Inc. Common Stock,1,Strong Buy
2215,TGTX,TG Therapeutics Inc. Common Stock,1,Strong Buy
2216,THRD,Third Harmonic Bio Inc. Common Stock,1,Strong Buy
2217,THRY,Thryv Holdings Inc. Common Stock,1,Strong Buy
2218,THTX,Theratechnologies Inc. Common Shares,1,Strong Buy
2219,TIGO,Millicom International Cellular S.A. Common Stock,1,Strong Buy
2220,TIL,Instil Bio Inc. Common Stock,1,Strong Buy
2221,TILE,Interface Inc. Common Stock,1,Strong Buy
2222,TKNO,Alpha Teknova Inc. Common Stock,1,Strong Buy
2223,TLN,Talen Energy Corporation Common Stock,1,Strong Buy
2224,TLPH,Talphera Inc. Common Stock,1,Strong Buy
2225,TLSA,Tiziana Life Sciences Ltd. Common Shares,1,Strong Buy
2226,TLSI,TriSalus Life Sciences Inc. Common Stock,1,Strong Buy
2227,TMC,TMC the metals company Inc. Common Stock,1,Strong Buy
2228,TMDX,TransMedics Group Inc. Common Stock,1,Strong Buy
2229,TMUS,T-Mobile US Inc. Common Stock,1,Strong Buy
2230,TNDM,Tandem Diabetes Care Inc. Common Stock,1,Strong Buy
2231,TNGX,Tango Therapeutics Inc.,1,Strong Buy
2232,TNON,Tenon Medical Inc. Common Stock,1,Strong Buy
2233,TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,1,Strong Buy
2234,TNYA,Tenaya Therapeutics Inc. Common Stock,1,Strong Buy
2235,TOMZ,TOMI Environmental Solutions Inc. Common Stock,1,Strong Buy
2236,TPST,Tempest Therapeutics Inc. Common Stock,1,Strong Buy
2237,TRAW,Traws Pharma Inc. Common Stock,1,Strong Buy
2238,TRDA,Entrada Therapeutics Inc. Common Stock,1,Strong Buy
2239,TREE,LendingTree Inc. Common Stock,1,Strong Buy
2240,TRIN,Trinity Capital Inc. Common Stock,1,Strong Buy
2241,TRMB,Trimble Inc. Common Stock,1,Strong Buy
2242,TRMD,TORM plc Class A Common Stock,1,Strong Buy
2243,TRML,Tourmaline Bio Inc. Common Stock,1,Strong Buy
2244,TRNR,Interactive Strength Inc. Common Stock,1,Strong Buy
2245,TRNS,Transcat Inc. Common Stock,1,Strong Buy
2246,TRUP,Trupanion Inc. Common Stock,1,Strong Buy
2247,TRVI,Trevi Therapeutics Inc. Common Stock,1,Strong Buy
2248,TRVN,Trevena Inc. Common Stock,1,Strong Buy
2249,TSBX,Turnstone Biologics Corp. Common Stock,1,Strong Buy
2250,TSEM,Tower Semiconductor Ltd. Ordinary Shares,1,Strong Buy
2251,TSHA,Taysha Gene Therapies Inc. Common Stock,1,Strong Buy
2252,TTD,The Trade Desk Inc. Class A Common Stock,1,Strong Buy
2253,TTEK,Tetra Tech Inc. Common Stock,1,Strong Buy
2254,TTGT,TechTarget Inc. Common Stock,1,Strong Buy
2255,TTMI,TTM Technologies Inc. Common Stock,1,Strong Buy
2256,TTWO,Take-Two Interactive Software Inc. Common Stock,1,Strong Buy
2257,TVTX,Travere Therapeutics Inc. Common Stock,1,Strong Buy
2258,TW,Tradeweb Markets Inc. Class A Common Stock,1,Strong Buy
2259,TWFG,TWFG Inc. Class A Common Stock,1,Strong Buy
2260,TWST,Twist Bioscience Corporation Common Stock,1,Strong Buy
2261,TYGO,Tigo Energy Inc. Common Stock,1,Strong Buy
2262,TYRA,Tyra Biosciences Inc. Common Stock,1,Strong Buy
2263,TZOO,Travelzoo Common Stock,1,Strong Buy
2264,UAL,United Airlines Holdings Inc. Common Stock,1,Strong Buy
2265,UBX,Unity Biotechnology Inc. Common Stock,1,Strong Buy
2266,UCL,uCloudlink Group Inc. American Depositary Shares,1,Strong Buy
2267,UCTT,Ultra Clean Holdings Inc. Common Stock,1,Strong Buy
2268,UDMY,Udemy Inc. Common Stock,1,Strong Buy
2269,UFPT,UFP Technologies Inc. Common Stock,1,Strong Buy
2270,UGRO,urban-gro Inc. Common Stock,1,Strong Buy
2271,ULBI,Ultralife Corporation Common Stock,1,Strong Buy
2272,UMBF,UMB Financial Corporation Common Stock,1,Strong Buy
2273,UNCY,Unicycive Therapeutics Inc. Common Stock,1,Strong Buy
2274,UNTY,Unity Bancorp Inc. Common Stock,1,Strong Buy
2275,UPBD,Upbound Group Inc. Common Stock,1,Strong Buy
2276,UPWK,Upwork Inc. Common Stock,1,Strong Buy
2277,URGN,UroGen Pharma Ltd. Ordinary Shares,1,Strong Buy
2278,UROY,Uranium Royalty Corp. Common Stock,1,Strong Buy
2279,USAP,Universal Stainless & Alloy Products Inc. Common Stock,1,Strong Buy
2280,USAU,U.S. Gold Corp. Common Stock,1,Strong Buy
2281,USEA,United Maritime Corporation Common Stock,1,Strong Buy
2282,USEG,U.S. Energy Corp. Common Stock (DE),1,Strong Buy
2283,USGO,U.S. GoldMining Inc. Common stock,1,Strong Buy
2284,USIO,Usio Inc. Common Stock,1,Strong Buy
2285,UTHR,United Therapeutics Corporation Common Stock,1,Strong Buy
2286,VALN,Valneva SE American Depositary Shares,1,Strong Buy
2287,VANI,Vivani Medical Inc. Common Stock (DE),1,Strong Buy
2288,VBNK,VersaBank Common Shares,1,Strong Buy
2289,VBTX,Veritex Holdings Inc. Common Stock,1,Strong Buy
2290,VC,Visteon Corporation Common Stock,1,Strong Buy
2291,VCEL,Vericel Corporation Common Stock,1,Strong Buy
2292,VCYT,Veracyte Inc. Common Stock,1,Strong Buy
2293,VEON,VEON Ltd. ADS,1,Strong Buy
2294,VERA,Vera Therapeutics Inc. Class A Common Stock,1,Strong Buy
2295,VERI,Veritone Inc. Common Stock,1,Strong Buy
2296,VERU,Veru Inc. Common Stock,1,Strong Buy
2297,VERV,Verve Therapeutics Inc. Common Stock,1,Strong Buy
2298,VERX,Vertex Inc. Class A Common Stock,1,Strong Buy
2299,VFF,Village Farms International Inc. Common Shares,1,Strong Buy
2300,VFS,VinFast Auto Ltd. Ordinary Shares,1,Strong Buy
2301,VIGL,Vigil Neuroscience Inc. Common Stock,1,Strong Buy
2302,VINC,Vincerx Pharma Inc. Common Stock,1,Strong Buy
2303,VINP,Vinci Partners Investments Ltd. Class A Common Shares,1,Strong Buy
2304,VIR,Vir Biotechnology Inc. Common Stock,1,Strong Buy
2305,VIRC,Virco Manufacturing Corporation Common Stock,1,Strong Buy
2306,VITL,Vital Farms Inc. Common Stock,1,Strong Buy
2307,VKTX,Viking Therapeutics Inc. Common Stock,1,Strong Buy
2308,VMD,Viemed Healthcare Inc. Common Shares,1,Strong Buy
2309,VNET,VNET Group Inc. American Depositary Shares,1,Strong Buy
2310,VNOM,Viper Energy Inc. Class A Common Stock,1,Strong Buy
2311,VOR,Vor Biopharma Inc. Common Stock,1,Strong Buy
2312,VOXR,Vox Royalty Corp. Common Stock,1,Strong Buy
2313,VRA,Vera Bradley Inc. Common Stock,1,Strong Buy
2314,VRCA,Verrica Pharmaceuticals Inc. Common Stock,1,Strong Buy
2315,VRDN,Viridian Therapeutics Inc. Common Stock,1,Strong Buy
2316,VREX,Varex Imaging Corporation Common Stock,1,Strong Buy
2317,VRME,VerifyMe Inc. Common Stock,1,Strong Buy
2318,VRNA,Verona Pharma plc American Depositary Share,1,Strong Buy
2319,VRNS,Varonis Systems Inc. Common Stock,1,Strong Buy
2320,VRPX,Virpax Pharmaceuticals Inc. Common Stock,1,Strong Buy
2321,VRRM,Verra Mobility Corporation Class A Common Stock,1,Strong Buy
2322,VRTX,Vertex Pharmaceuticals Incorporated Common Stock,1,Strong Buy
2323,VSEC,VSE Corporation Common Stock,1,Strong Buy
2324,VSTM,Verastem Inc. Common Stock,1,Strong Buy
2325,VTGN,Vistagen Therapeutics Inc. Common Stock,1,Strong Buy
2326,VTSI,VirTra Inc. Common Stock,1,Strong Buy
2327,VTYX,Ventyx Biosciences Inc. Common Stock,1,Strong Buy
2328,VXRT,Vaxart Inc Common Stock,1,Strong Buy
2329,VYGR,Voyager Therapeutics Inc. Common Stock,1,Strong Buy
2330,VYNE,VYNE Therapeutics Inc. Common Stock,1,Strong Buy
2331,WALD,Waldencast plc Class A Ordinary Share,1,Strong Buy
2332,WATT,Energous Corporation Common Stock,1,Strong Buy
2333,WAY,Waystar Holding Corp. Common Stock,1,Strong Buy
2334,WDAY,Workday Inc. Class A Common Stock,1,Strong Buy
2335,WDC,Western Digital Corporation Common Stock,1,Strong Buy
2336,WEST,Westrock Coffee Company Common Stock,1,Strong Buy
2337,WFRD,Weatherford International plc Ordinary Shares,1,Strong Buy
2338,WINA,Winmark Corporation Common Stock,1,Strong Buy
2339,WIX,Wix.com Ltd. Ordinary Shares,1,Strong Buy
2340,WKEY,WISeKey International Holding Ltd American Depositary Shares,1,Strong Buy
2341,WKSP,Worksport Ltd. Common Stock,1,Strong Buy
2342,WLDN,Willdan Group Inc. Common Stock,1,Strong Buy
2343,WMPN,William Penn Bancorporation Common Stock,1,Strong Buy
2344,WPRT,Westport Fuel Systems Inc Common Shares,1,Strong Buy
2345,WSC,WillScot Holdings Corporation Class A Common Stock,1,Strong Buy
2346,WSFS,WSFS Financial Corporation Common Stock,1,Strong Buy
2347,WTFC,Wintrust Financial Corporation Common Stock,1,Strong Buy
2348,WULF,TeraWulf Inc. Common Stock,1,Strong Buy
2349,WVE,Wave Life Sciences Ltd. Ordinary Shares,1,Strong Buy
2350,WYNN,Wynn Resorts Limited Common stock,1,Strong Buy
2351,XAIR,Beyond Air Inc. Common Stock,1,Strong Buy
2352,XELB,Xcel Brands Inc. Common Stock,1,Strong Buy
2353,XENE,Xenon Pharmaceuticals Inc. Common Shares,1,Strong Buy
2354,XERS,Xeris Biopharma Holdings Inc. Common Stock,1,Strong Buy
2355,XFOR,X4 Pharmaceuticals Inc. Common Stock,1,Strong Buy
2356,XGN,Exagen Inc. Common Stock,1,Strong Buy
2357,XLO,Xilio Therapeutics Inc. Common Stock,1,Strong Buy
2358,XNCR,Xencor Inc. Common Stock,1,Strong Buy
2359,XOMA,XOMA Royalty Corporation Common Stock,1,Strong Buy
2360,XOS,Xos Inc. Common Stock,1,Strong Buy
2361,XPEL,XPEL Inc. Common Stock,1,Strong Buy
2362,XRAY,DENTSPLY SIRONA Inc. Common Stock,1,Strong Buy
2363,XYLO,Xylo Technologies Ltd. American Depositary Shares,1,Strong Buy
2364,YMAB,Y-mAbs Therapeutics Inc. Common Stock,1,Strong Buy
2365,YORW,York Water Company (The) Common Stock,1,Strong Buy
2366,YTRA,Yatra Online Inc. Ordinary Shares,1,Strong Buy
2367,Z,Zillow Group Inc. Class C Capital Stock,1,Strong Buy
2368,ZAPP,Zapp Electric Vehicles Group Limited Ordinary Shares,1,Strong Buy
2369,ZBRA,Zebra Technologies Corporation Class A Common Stock,1,Strong Buy
2370,ZLAB,Zai Lab Limited American Depositary Shares,1,Strong Buy
2371,ZPTA,Zapata Computing Holdings Inc. Common Stock,1,Strong Buy
2372,ZS,Zscaler Inc. Common Stock,1,Strong Buy
2373,ZURA,Zura Bio Limited Class A Ordinary Shares,1,Strong Buy
2374,ZVRA,Zevra Therapeutics Inc. Common Stock,1,Strong Buy
2375,ZVSA,ZyVersa Therapeutics Inc. Common Stock,1,Strong Buy
2376,ZYME,Zymeworks Inc. Common Stock,1,Strong Buy
2377,ZYXI,Zynex Inc. Common Stock,1,Strong Buy
2378,ABAT,American Battery Technology Company Common Stock,0,Strong Sell
2379,APLM,Apollomics Inc. Class A Ordinary Shares,0,Strong Sell
2380,ARBB,ARB IOT Group Limited Ordinary Shares,0,Strong Sell
2381,CHEK,Check-Cap Ltd. Ordinary Share,0,Strong Sell
2382,ENSC,Ensysce Biosciences Inc. Common Stock,0,Strong Sell
2383,ESSA,ESSA Bancorp Inc. Common Stock,0,Strong Sell
2384,FIZZ,National Beverage Corp. Common Stock,0,Strong Sell
2385,FNGR,FingerMotion Inc. Common Stock,0,Strong Sell
2386,KITT,Nauticus Robotics Inc. Common stock,0,Strong Sell
2387,KVHI,KVH Industries Inc. Common Stock,0,Strong Sell
2388,KWE,KWESST Micro Systems Inc. Common Stock,0,Strong Sell
2389,MBIO,Mustang Bio Inc. Common Stock,0,Strong Sell
2390,NVVE,Nuvve Holding Corp. Common Stock,0,Strong Sell
2391,ONCO,Onconetix Inc. Common Stock,0,Strong Sell
2392,ORGS,Orgenesis Inc. Common Stock,0,Strong Sell
2393,PEGY,Pineapple Energy Inc. Common Stock,0,Strong Sell
2394,PRTG,Portage Biotech Inc. Common Stock,0,Strong Sell
2395,PSEC,Prospect Capital Corporation Common Stock,0,Strong Sell
2396,QSG,QuantaSing Group Limited American Depositary Shares,0,Strong Sell
2397,RGS,Regis Corporation Common Stock,0,Strong Sell
2398,RIME,Algorhythm Holdings Inc. Common Stock,0,Strong Sell
2399,SEEL,Seelos Therapeutics Inc. Common Stock,0,Strong Sell
2400,SLRX,Salarius Pharmaceuticals Inc. Common Stock,0,Strong Sell
2401,SUUN,SolarBank Corporation Common Stock,0,Strong Sell
2402,TCBP,TC BioPharm (Holdings) plc American Depositary Shares,0,Strong Sell
2403,TOI,The Oncology Institute Inc. Common Stock,0,Strong Sell
2404,TRST,TrustCo Bank Corp NY Common Stock,0,Strong Sell
2405,VRM,Vroom Inc. Common Stock,0,Strong Sell
2406,A,Agilent Technologies Inc. Common Stock,1,Buy
2407,ABG,Asbury Automotive Group Inc Common Stock,1,Buy
2408,ABM,ABM Industries Incorporated Common Stock,1,Buy
2409,ACI,Albertsons Companies Inc. Class A Common Stock,1,Buy
2410,ADNT,Adient plc Ordinary Shares ,1,Buy
2411,ADT,ADT Inc. Common Stock,1,Buy
2412,AEE,Ameren Corporation Common Stock,1,Buy
2413,AEG,Aegon Ltd. New York Registry Shares,1,Buy
2414,AEO,American Eagle Outfitters Inc. Common Stock,1,Buy
2415,AFG,American Financial Group Inc. Common Stock,1,Buy
2416,AG,First Majestic Silver Corp. Ordinary Shares (Canada),1,Buy
2417,AGCO,AGCO Corporation Common Stock,1,Buy
2418,AGL,agilon health inc. Common Stock,1,Buy
2419,AGM,Federal Agricultural Mortgage Corporation Common Stock,1,Buy
2420,AGRO,Adecoagro S.A. Common Shares,1,Buy
2421,AGS,PlayAGS Inc. Common Stock,1,Buy
2422,AHH,Armada Hoffler Properties Inc. Common Stock,1,Buy
2423,AHT,Ashford Hospitality Trust Inc Common Stock,1,Buy
2424,AI,C3.ai Inc. Class A Common Stock,1,Buy
2425,AIN,Albany International Corporation Common Stock,1,Buy
2426,AIV,Apartment Investment and Management Company Common Stock,1,Buy
2427,AJG,Arthur J. Gallagher & Co. Common Stock,1,Buy
2428,AJX,Great Ajax Corp. Common Stock,1,Buy
2429,AKA,a.k.a. Brands Holding Corp. Common Stock,1,Buy
2430,AKR,Acadia Realty Trust Common Stock,1,Buy
2431,ALB,Albemarle Corporation Common Stock,1,Buy
2432,ALE,Allete Inc.,1,Buy
2433,ALLY,Ally Financial Inc. Common Stock,1,Buy
2434,ALTM,Arcadium Lithium plc Ordinary Shares,1,Buy
2435,AM,Antero Midstream Corporation Common Stock,1,Buy
2436,AMCR,Amcor plc Ordinary Shares,1,Buy
2437,AMN,AMN Healthcare Services Inc,1,Buy
2438,AMP,Ameriprise Financial Inc. Common Stock,1,Buy
2439,AMR,Alpha Metallurgical Resources Inc. Common Stock,1,Buy
2440,AMTB,Amerant Bancorp Inc. Class A Common Stock,1,Buy
2441,AMWL,American Well Corporation Class A Common Stock,1,Buy
2442,ANF,Abercrombie & Fitch Company Common Stock,1,Buy
2443,AOMR,Angel Oak Mortgage REIT Inc. Common Stock,1,Buy
2444,AON,Aon plc Class A Ordinary Shares (Ireland),1,Buy
2445,AOS,A.O. Smith Corporation Common Stock,1,Buy
2446,APD,Air Products and Chemicals Inc. Common Stock,1,Buy
2447,APLE,Apple Hospitality REIT Inc. Common Shares,1,Buy
2448,AQN,Algonquin Power & Utilities Corp. Common Shares,1,Buy
2449,AR,Antero Resources Corporation Common Stock,1,Buy
2450,ARE,Alexandria Real Estate Equities Inc. Common Stock,1,Buy
2451,ARES,Ares Management Corporation Class A Common Stock,1,Buy
2452,ASAI,Sendas Distribuidora S A ADS,1,Buy
2453,ASB,Associated Banc-Corp Common Stock,1,Buy
2454,ASGN,ASGN Incorporated Common Stock,1,Buy
2455,ATEN,A10 Networks Inc. Common Stock,1,Buy
2456,ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,1,Buy
2457,ATS,ATS Corporation Common Shares,1,Buy
2458,AU,AngloGold Ashanti PLC Ordinary Shares,1,Buy
2459,AVB,AvalonBay Communities Inc. Common Stock,1,Buy
2460,AVNS,Avanos Medical Inc. Common Stock,1,Buy
2461,AWI,Armstrong World Industries Inc Common Stock,1,Buy
2462,AWK,American Water Works Company Inc. Common Stock,1,Buy
2463,AWR,American States Water Company Common Stock,1,Buy
2464,AXL,American Axle & Manufacturing Holdings Inc. Common Stock,1,Buy
2465,AXP,American Express Company Common Stock,1,Buy
2466,AXS,Axis Capital Holdings Limited Common Stock,1,Buy
2467,AYI,Acuity Brands Inc. ,1,Buy
2468,AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares),1,Buy
2469,B,Barnes Group Inc. Common Stock,1,Buy
2470,BAH,Booz Allen Hamilton Holding Corporation Common Stock,1,Buy
2471,BAK,Braskem SA ADR,1,Buy
2472,BALL,Ball Corporation Common Stock,1,Buy
2473,BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,1,Buy
2474,BANC,Banc of California Inc. Common Stock,1,Buy
2475,BAX,Baxter International Inc. Common Stock,1,Buy
2476,BB,BlackBerry Limited Common Stock,1,Buy
2477,BBD,Banco Bradesco Sa American Depositary Shares,1,Buy
2478,BBDC,Barings BDC Inc. Common Stock,1,Buy
2479,BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,1,Buy
2480,BBWI,Bath & Body Works Inc.,1,Buy
2481,BBY,Best Buy Co. Inc. Common Stock,1,Buy
2482,BCC,Boise Cascade L.L.C. Common Stock,1,Buy
2483,BCE,BCE Inc. Common Stock,1,Buy
2484,BCSF,Bain Capital Specialty Finance Inc. Common Stock,1,Buy
2485,BDN,Brandywine Realty Trust Common Stock,1,Buy
2486,BE,Bloom Energy Corporation Class A Common Stock,1,Buy
2487,BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares ,1,Buy
2488,BERY,Berry Global Group Inc. Common Stock,1,Buy
2489,BFAM,Bright Horizons Family Solutions Inc. Common Stock,1,Buy
2490,BFH,Bread Financial Holdings Inc. Common Stock,1,Buy
2491,BHE,Benchmark Electronics Inc. Common Stock,1,Buy
2492,BHLB,Berkshire Hills Bancorp Inc. Common Stock,1,Buy
2493,BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),1,Buy
2494,BHR,Braemar Hotels & Resorts Inc. Common Stock,1,Buy
2495,BILL,BILL Holdings Inc. Common Stock,1,Buy
2496,BIO,Bio-Rad Laboratories Inc. Class A Common Stock,1,Buy
2497,BKD,Brookdale Senior Living Inc. Common Stock,1,Buy
2498,BLCO,Bausch + Lomb Corporation Common Shares,1,Buy
2499,BMI,Badger Meter Inc. Common Stock,1,Buy
2500,BMO,Bank Of Montreal Common Stock,1,Buy
2501,BMY,Bristol-Myers Squibb Company Common Stock,1,Buy
2502,BNL,Broadstone Net Lease Inc. Common Stock,1,Buy
2503,BOC,Boston Omaha Corporation Class A Common Stock,1,Buy
2504,BOW,Bowhead Specialty Holdings Inc. Common Stock,1,Buy
